frame,left_eye_temp,right_eye_temp,forehead_temp,nose_temp,left_cheek_temp,right_cheek_temp
0,36.5441110685,36.144965060000004,34.904170105986296,35.01068688694118,34.599766333281856,34.330923612206185
1,36.5441110685,36.4763593475,34.894445033960004,34.94050927311765,34.59166958832536,34.32807443251613
2,36.541165341500005,36.421863398,34.89645288909091,34.96632770388236,34.58706453528302,34.33720144247887
3,36.536746751,36.421863398,34.898372669960004,34.94050927311765,34.61489803882261,34.326964078546766
4,36.541165341500005,36.445429214,34.89271687412,34.94050927311765,34.59108257870515,34.341631111612905
5,36.541165341500005,36.354111677,34.88898435607673,34.98036322664706,34.59468300704114,34.34954549145878
6,36.541165341500005,36.159693695,34.89858371800587,34.95350512752941,34.607885633380285,34.335247076226416
7,36.5441110685,36.274577048,34.89153981070625,34.98036322664706,34.58935693150812,34.35086227873684
8,36.536746751,36.144965060000004,34.89584377916774,34.98036322664706,34.60193677658613,34.32529965787234
9,36.536746751,36.2289182795,34.894211359454545,34.96632770388236,34.601431450533646,34.32450998518942
10,36.541165341500005,36.354111677,34.88164238320026,34.98036322664706,34.5822832901325,34.33361531951636
11,36.536746751,36.354111677,34.89034065434,34.94050927311765,34.60423797594937,34.32486997297455
12,36.541165341500005,36.445429214,34.88162130242,34.94050927311765,34.592722935233645,34.322890710147995
13,36.545583932,36.230391143,34.901309643284456,34.93583076552941,34.619844030169496,34.33297954891147
14,36.545583932,36.405661899500004,34.89500167478621,34.885233572352945,34.61368706625,34.373778220472104
15,36.545583932,36.3290729975,34.89409154672,34.94328172205883,34.59215964398714,34.38004767004348
16,36.541165341500005,36.4321734425,34.88947589724138,34.87397049852941,34.61820788384676,34.33302598294118
17,36.541165341500005,36.298142864,34.895473859589444,34.912958061764705,34.60588199652174,34.35030541557761
18,36.5264367065,36.348220223,34.898032972539184,34.88471373817647,34.6339188516707,34.33934191728467
19,36.541165341500005,36.430700579,34.90094490680352,34.8848870162353,34.61212757166537,34.37892054204725
20,36.522018116,36.2760499115,34.904765041524925,34.879342118352945,34.632469827741936,34.360713927864694
21,36.535273887500004,36.3938789915,34.90556024384,34.96286214270589,34.61469413613953,34.35613203701493
22,36.529382433500004,36.3379101785,34.907641890920004,34.87379722047059,34.643522921287285,34.35285813279886
23,36.535273887500004,36.280468502000005,34.90981222655484,34.94692056129412,34.63080112322581,34.370849112859155
24,36.501398027,36.368840312,34.91497374530612,34.852310741176474,34.66887402591987,34.34281519440641
25,36.530855297,36.3379101785,34.91967944572132,34.92370130141177,34.63556689396104,34.350441215409596
26,36.536746751,36.2996157275,34.91651339554252,34.935310931352944,34.62400247002324,34.35067201470333
27,36.536746751,36.277522775,34.91626383900294,34.95125251276471,34.62073660334906,34.35898244817234
28,36.536746751,36.3379101785,34.91267406416422,34.948999898000004,34.62244036921863,34.361517675323036
29,36.551475386,36.227445416,34.92273311237537,34.97221915788236,34.644751725850554,34.35350463115274
30,36.551475386,36.2907785465,34.91699331196481,35.01259294558824,34.610298602863814,34.37139367965763
31,36.5323281605,36.306980045,34.91978477065831,34.98868057347059,34.64312249243507,34.3457150084
32,36.5470567955,36.474886484,34.911979012138616,35.022643073,34.60636970028147,34.36100304232819
33,36.5617854305,36.418917671,34.934221671636365,35.052100343,34.626181514301415,34.36330233755682
34,36.5617854305,36.304034318,34.918043729034096,35.021776682705884,34.603413179262674,34.37276893260099
35,36.5617854305,36.460157849,34.92374519852,34.956450854529415,34.64005205024,34.358846582820334
36,36.55736684,36.362948858,34.91728106985161,35.02194996076471,34.618505051475665,34.35359748480519
37,36.560312567000004,36.4144990805,34.91834533250968,35.064922919352945,34.610033332443756,34.35426080701805
38,36.5676768845,36.427754852,34.91052691809091,35.02212323882353,34.59488917590491,34.366022113906254
39,36.563258294,36.3113986355,34.90659983999375,35.037891542176475,34.599954877326205,34.35841035328691
40,36.5617854305,36.451320668,34.89571352694215,34.99214613464706,34.58907545047836,34.35977151977465
41,36.5558939765,36.3909332645,34.912155754428156,34.981402895,34.6077679939151,34.34547867012987
42,36.569149748,36.473413620500004,34.903540678748385,34.96754065029412,34.584365834013404,34.32341017027368
43,36.5706226115,36.407134763,34.90608433776875,35.02784141476471,34.58153285656776,34.34261499136977
44,36.5588397035,36.4704678935,34.90152080651026,34.94726711741177,34.594624904657536,34.32880700064609
45,36.5647311575,36.306980045,34.906923513625806,35.01605850676471,34.60013264499176,34.32799669294118
46,36.5647311575,36.3762046295,34.905286350738635,35.01588522870588,34.597794932972974,34.32421098768673
47,36.5647311575,36.398297582,34.90954500909091,34.96615442582353,34.58606392353408,34.32145817747839
48,36.5588397035,36.457212122,34.902627013863636,34.96494147941176,34.58821934947123,34.32684189324168
49,36.572095475,36.473413620500004,34.91679774602273,35.01779128735294,34.58755779459588,34.34194844960675
50,36.572095475,36.4616307125,34.921254969794724,35.01779128735294,34.58873886455538,34.34391143346648
51,36.572095475,36.4233362615,34.921874661875,35.07479976870589,34.594452102839014,34.36191589701863
52,36.5706226115,36.4086076265,34.92123404543871,35.00947394052941,34.60145951752351,34.34794747228933
53,36.572095475,36.4351191695,34.92191185539773,35.063016860705886,34.59825600680916,34.36293128061602
54,36.5558939765,36.466049303,34.92844786209901,34.95159906888235,34.62432791057692,34.333502011533476
55,36.572095475,36.4763593475,34.91667346073639,35.081557613,34.60509712583398,34.35456562533518
56,36.5382196145,36.4527935315,34.92588262902697,35.04672872317647,34.61034722197399,34.33405026233051
57,36.572095475,36.473413620500004,34.93512647406452,35.06873503664706,34.59952104058961,34.34605794997886
58,36.572095475,36.4233362615,34.935375910625,35.068388480529414,34.60384256879154,34.3585073054471
59,36.572095475,36.3379101785,34.93859315034091,35.04898133794118,34.61541188933535,34.35052284058824
60,36.572095475,36.473413620500004,34.93152638102273,35.011206721117645,34.59661446006182,34.356713497136816
61,36.580932656,36.4969794365,34.93609571327097,35.01103344305882,34.61296215534351,34.34773348647059
62,36.5765140655,36.429227715500005,34.94007066303125,35.02836124894118,34.623210201939955,34.3837171864159
63,36.580932656,36.3644217215,34.9459437062375,35.034252702941174,34.63170301828572,34.39613985370957
64,36.539692478,36.3997704455,34.9348604084,34.988160739294116,34.644426073024356,34.37711600407849
65,36.5824055195,36.473413620500004,34.94265676586,35.02350946329412,34.62013734973872,34.40040057992903
